drive_file_id	total_chars	total_parts	found
1uNOUFJ7hLTuby8Ms4kMoGMSU-ZYAk8FM	3532	6	true
1WTAL13wT1Sfbi7pvm7ohpr5RXxk9Wchh	4134	6	true
1CBu3CGlQVz-rqYco9Qb1rZvvIj8-nN1a	5250	6	true
1DOXMFbhH7CTsf14o7P7JScm4p5CwnKQW	5869	6	true
1EjebilllGqSEI-RcwHCluQ3sKZTNcNxD	4431	6	true
1BX1JYu5Gr0K1GcO99_wKh2LrrKc5QFAa	5697	6	true
1hdf4fr5sDb9s4qh2km8wTsOyx1yE2hoxUXNQ8GELRb0	3573	5	true
19RsTHMhmaXW_I6iy_5IqHrML4XLNATYHgUDsxuTfiV0	3478	4	true
1qde8thMT1ApemVPvBtq8enCUhdtIyxbMOAT2Q2H5wFg	2019	5	true
11PVBLVcAlohz6Tw7kcvpAxoARjWWpgi1	9545	6	true
1g7W4hoUChgJOYg7HBbyBb_PyccVCwu0G5r02V6KOtds	10725	4	true
1gCH6KtM3yz_OD0_TCWK13Ufydsc0V1P-_nnmxyQpa3I	3109	4	true
1iRQlY7MNl5hAMC1NWrWB867y7hrr47aioN1Vs1a4kRA	1939	5	true
1OL83iW0dh-KwCEe2NIfp_l-SmSASroY3OETMdylMUT4	4363	5	true
1hhXzFQ1sFtpndRa31PqQ-5CvD9oDOcrF	3147	5	true
1q8qIWMNafxx3UEkHL7k5kzNU9fwvxRXf	2692	5	true
1idcvO7lGv1fPMCtQZCyS5ZDcp5IaTM0cSv1nIRIlKBE	1955	4	true
1KlGtdrXtAhpB-d2_jwHBvTe8Qy932s29	2325	4	true
1-AH63b8DqaXhDuA1m2uGjfiRfc4FnTF-	2333	4	true
1nYUAkxwZVtkD9tdPHXqf747GZMhjw_j5	1619	4	true
1Yvz9f9JOlHukWI8I7MuApiuBVpayksjR	26857	9	true
1V1fypcCwP__WxM5cQu-Fn704bghC3clwjPVU_h6GQ7E	1413	3	true
1ajPmBwzhJm-OQIIGBuL-tEbWVYAaaC-5GvO381DR3_M	2233	5	true
19UwoVSQNgzBF5ZkISG2aEVXhijzxY5G6	2541	5	true
16QlgjgtnU_zOQEhD_eC5o_La-_toXOAsAVWywwgZRq0	2449	4	true
1392kx3GBinN9Bg3V-RLQufXmMXR46i2x	15473	12	true
10Iw0M3sALx8Vhkb1P8XRoJQyyl6Sugr5	1903	4	true
1MpSJLdtXAVySu2SmIpmWeiKMm2MYVIim	1309	4	true
18UcC3J3c4h_3dKReSeFa_ongVrkjiQEiK3--300CuIE	3733	5	true
1b5SGX2FwOSyi7KidQEXRQthTXAUt6TgND5irbiOoSsU	2341	4	true
13r25TJAbR2zNpp6J-XP_PSKMaSIvv0UXXlJpjO8kMbY	2053	3	true
1tIEaadAKCA1OwYxOAyMft6wKbAd7UtDzjqfyJ6IfCNY	8064	9	true
1sYKLDQc7EiPmwjdeFMSh18fa7GwybftP_KKzWQEzr4Y	6894	6	true
1mdEnPsblsnKjw-WiFoRCl_XXsnXoftOaSEO8HDwzJzU	6943	7	true
1XC9pPYgmMzj73EijsUhlJGUqvSmyyCAz-qTeC_9Vnyk	6074	6	true
1khkK11rTS0CO1Boi5yWvm5ByHPWk-6FgWEkHhLuhqvI	10060	8	true
1-wjEcof8j6lTpYny87msGV8J_PPlAqSMqNdMSQNlMk0	5532	6	true
13CE2bCBiZV4SKGOJOdU46_nnFuaBp1EL-hVdqUP8Y6k	6739	5	true
15DhH5qb5eppbUmFfH4YWHDYWuuwELfSe1mPwKgMuO2I	4324	7	true
1KfqI5Igsj9gFbSSb4Tnz7XyWwJIPchjTKwequ69neCY	9214	10	true
1PhIsKLNF9Sb4vqqwQ1IPV1jRPc7DEfULDIWr_Ccu_xo	9923	8	true
1-FhjdGzxK0iUrMMpHv9nFxfIFTE2WXeyFmknV6DcbOQ	5452	6	true
1UAwDgQcJHBUJGNtFZ5U26u6xMnBXZkNZQ5D0LfnPx54	3432	5	true
1BvnR7_xdnixIsrL2T64jplJrvyBmtfbTcPB9JUdXgik	6920	5	true
1JA7thSmiwGR5zyMc9WD_ZVglQlLKjWEzejN9lMWFZMw	3879	6	true
1x2eROpCRPKwAiN-Gw5yKgEZAGoFuLHyr	3537	6	true
10uzVzrk_ULCkcOn2qA_2PbYvj69r4LwwPQJhw8LC1LM	3552	6	true
1xedhkiV23WL7S3-_zBcOZgLPoaRPHEIX4jJTSvrUoGQ	18307	23	true
1W-GNh09crbFPRfjPsy_qiHkr6PEYAFB3cKlzHHWwbus	17349	21	true
1WDFnyn7pk8EjYkskHZgiK-X1ZH6DCts6hCWgI7X6iio	6626	4	true
1Y05E2cqvlFlxS9b3a9nrHNVUDKGUoFhH0qRMNPigWLM	2839	5	true
1E-Z9b1v2m_n60bsX2eZ0M2jhIBqqcOvw4pNjaFFGy14	2272	5	true
1qD0nv7LhjVXT21nqyNf14PWKeWid8BK746A2OJ786FQ	8930	8	true
1-m5ZduiPVrDXl0svyOk5dkYV8mHgc9o_tWykrTiktDY	5589	5	true
1f_vVuwWsxclwIYDZB114t09hC2IwdyrjPGjRSxLY4_g	949	4	true
1sRuNXa2NZfO8307O8nVrcIhGc-NAPiN2HK2QVSyN3sk	1383	4	true
1rBKbYQcSU6d0iuX4rKqFBr1EoPcCwZdodKXvsz5ZaSU	3207	5	true
1wIyhXwkC71wxtZvirCQlVsOaeQEd1DKRE1XTzWw3tCk	3639	6	true
1fhsw-kOL8uo0jPZHOgtCGYarWTlb4S96iWcYXniVPTk	1710	5	true
1M9wDXSixDDQHj3xDvZurpQ0Hzd4-x6mzZY_oknmRXSE	3552	6	true
15qy7_4z1Wc_kTQGQePSqCtE0n_oEKjcB1GeMmvyouVI	3552	6	true
14PjX_grusOTav7T0xIU3bHf6gfB3l24lmV37LdlQSlg	1680	5	true
1tdwxr6xhbVqpi8OU6EPVp3751wqRjfmQwdTHtN_Ey3s	3537	6	true
14m5yzPId8NjwJKd8uESLluFhM5UuibK5eAHsp29w4BM	25599	7	true
13ML34LnAZU36jxaVOF1W80XIUe_qx0aZl_chnoYgYhY	2078	5	true
1bqvRP39e44f2vObiheccUH2ylhE1AV30zxk23Ma2eYk	3866	6	true
1FdAT8Uep0fmod9f33aYktViezC_RlkeFG7HYhOwfCpM	3866	6	true
1umQDwa-q7_EkpCvPKnJnD7hJCZgDF6LN2a1fS8qJriU	3866	6	true
1rsgz_9YmfwtSD2FaEPaN1LU_a13adAaJg6VZ_yknGYk	3320	5	true
14BGO4JfiyZ_Ka23H32FPuYZNaotvshsIBfE_f_V9HVQ	1479	5	true
1L1x5-wtI-lWE9YhNdNNrpb0SCOvPF0UqsSNWEZUuqMI	5683	5	true
1Hd7LmmqpjOOYk0BKLTgsIHhCOQ5PE5gcLQJZVxDK9ak	0	0	false
1U0P_4qzY1i1I8aCpFW5UpvlCTKf_8dh46QyRN-6lWQ0	6630	5	true
16Z0xouFBP3G_IzqkJz_TyF8Hg1_SQYubcOmK_pOK3yo	6146	6	true
1evneJZX2OszEW_hM8WG1YV7eevA63dvd	4317	5	true
1MesGh0ksNJDQFV_eHHWH52adt9Rz4zCu	3550	5	true
1TJHIIMd468tBX_2PYU4388jChTe30Rd7	2985	5	true
1Vny0CbYRLmq_vAT1bupLe_d10vwtbmmKfvRi0SIZu6I	8206	5	true
1hiJrB4s-h8udB_Teo_vaNRb2x3wZin8KsSQThhVr44w	11797	7	true
1cF5V8Rv0SN9p_bmuLCNn8IK6EH5RcvMwT0B--gZIyTQ	3545	6	true
1nxL31DFBhqPN55i2oEuqW98AqPXPqCrbgTjrruazin8	4544	6	true
1zw7vcNvFVtW4UPp_GmWda8Iwk8kbpJjPU0Oys7Foteo	5185	6	true
1YRTysbXf6J3ZfA1tUgKxI7css6O5BZju	4573	6	true
1ZYC8wLnjW7c_BsUhZ45eMSHKau8z-9SfXCSxaxnBjqw	12742	9	true
1CncLlXJNU87uMm4Oh5BlMi4iNOehc7Kk	8322	6	true
1jRbOAAojdu2BXsM9_LqdXGc82VRs3YvL9zKIFuLfnOI	6280	6	true
1fRyGFTQCtVLErJAqnfEdIYXrSh88u6p3SLPujRpag3o	4303	6	true
11pKNkXAK_vLbk9dJUnW2faBGj8o_JNIS85f3P7XGKY4	1431	4	true
1V94TL3KirAyVdITYKj1gQFLkwH1oiQ2N2A3PVOTxGnw	4954	6	true
16_QZ_2Rjp8Zq64-z8Ijefqca3kuPwxE4aSslfRtN0p4	4788	6	true
1fmePekhDFc00pq8BR0X6ILFLEtSRMIPCwos60oSsssM	14198	7	true
1wvCozZuzXfPbuUeLynbGbc22AcAVZ99w	2386	7	true
1WR3UPN7NEHhRXvxCU8p0-d1oQfMmXB5AiwaHgulfZFg	2272	5	true
1qEiCnd-KUf94F6WU65Bj8TLooSNQNIo3Ti3qPoUkSeo	3578	3	true
17kGBqDWgdpYxdTw_7kKct3LzPS8CRA4LNNx5O6tKjeE	4353	4	true
1_5r7NJ1CD3wxGYx19hWLH5AvDa0ob1ps7H5n1zS4cLk	1489	4	true
1HunQ2zKqZn1f-yi9BnPriKzCISyH1eFH	3067	5	true
128-tovI0D7JCF-xDLkSd3ZTdOllyCsjduk9Xx-4anOM	1545	4	true
1o5QbW255d9Yy4qijTP4CHO7zxzb9nSMwNhdtXdGxdgc	6112	5	true
1lravlUTA8Y8T2WeIS9a-jJQ9wrIQN2sK	3496	9	true
1bUwC5u9AG6q_jkbfMnOkABFTxsIym6SkVr6SCXTaWTo	1489	4	true
1asQzGST7UtQiMk4qXMroeCa_QwBYuu_MaHxAzcK88Yg	1231	4	true
13QstgkfSBQnGBhYO96QfR_plwg569Pc4dYQTfU8hOas	5802	6	true
1PzJHscQxWRyr-_pixNNWQ9oxtdbIyg4l--BvqrrbgCM	2114	4	true
1Hf8MJU4F_e6Hhe5NkxhaXimBHG-lenw9	9331	7	true
1JfLy5TnAlh1FQQY2I4qmdcK3XnEwjA2fraGjJk9Mb20	5207	6	true
1otoFLMVuARCoEdifQ2NHbs83STgT780F_WxdizcfVNg	6360	6	true
1xnj5HzW1fAZdMwRRJ9aL5c1wJYOLM-ADhNZxJjYNlhQ	4677	5	true
1JByVg9Sr6vBLQsOx688HLOWZiNcHJMn1QJJIXxNEBXo	5829	6	true
1R8njR0KWX2wYZoA1LizYvaV1r1WvPZeC-cTGm0Gw-Bc	6188	6	true
1KI3gmqH4Lk7i44AN6KGQbmc9J-vdTOo2IIEpgbNX_A8	5542	6	true
18-72lCSvBgA2z3m0PWxTtybSllp8KzexefaofPyUfWA	6090	6	true
1Obnh_maL66RzpIYhmGL61hF_OH9ZCVLOXt_LSMZ56II	5727	6	true
1Yn0_Kne2kKBujefX_eqehm-ti5w4u92mpKP0cbL4sxQ	5187	6	true
1CGxc2acYFnenIYRIu_frvzm7xcqfDlyXA1lRxzSD_5U	5459	6	true
1ABiUdNQIYrVTGJik-8PfS2SPp5aR8dFHOU8ICljqeUM	7378	6	true
1XPFxoBkRWlwoAdyFzMDg-Vt8aPE5JAEDYR_-wD2q194	6478	6	true
1VDnXl4YV7x0OEfQCZt6AR-W93RH7iDlWkMQb6cV0BR0	6296	6	true
1D9xOyifmuxzy_waxRpdwzCQtHvnTurstTtUoE-vSjZg	4555	6	true
1NEyNopm7wThBXhyrDQJyRCu_o3Iw0Nlo	4646	6	true
1hJ83vYRebZN3HjrBfI-QmQK_AhbzGapQUOeGgf1HdhU	5019	6	true
1CLO3bunK7H3Ge2KdWSQ-cBuNue3hjX6cDks8tWYe_V0	5589	6	true
1ox2JNneU_X8GsO6cNvAqEtAmIiOMIjSW5s1viDqOMIg	7218	6	true
1KbB41KEYUE-VHtWk29t7sbuiaRg05bdUdmpVnLlG8n4	5984	6	true
1yGbhq6z0f9ZghJ0Evi7pYNgA0znHNSb03ZLr-zaJh78	6428	6	true
1DZtrShvWYfmWvIjyxmuX-67Am7uG4_GuvfQ9F4St-eM	7075	6	true
1Lt8HtkaAaWOGAIsY_jwWSGvDued2iwiF	5426	6	true
1Z86QFVFWkyFTHJVrM0J3TS1Ow4X_4j3ZbDA0sWD-Q3I	8726	6	true
1u-aU_BQHD6woesqq2T9X0W939HXAESAR	6230	6	true
1R3Y0qaWH6Lw8ybrh9p3bUzqv9frMglL57fk53FrByNw	6230	6	true
1Gwrz6-aZgY3p7IwGcHPdeVhdWX5ihNZJ3Yuumuv8itI	7363	11	true
1EVbbnbB2I4RYnfxhTpGznWQRk4XsSXAR	7363	11	true
1euVesXdv56m_9uq2oBL5DtXtuq6yqHNnu3F2PBMF4ZU	7363	11	true
1kq5WZxWJ6Db93VhHk04aXaA2Zz6TXC3O	6233	6	true
13fFqbFozunMdEFNB8IpDuyf-aw_DwEKkVrPVqrs8x4k	6233	6	true
1n-Sqnkv5ZOn5f6IbhsjecUdvHA-mKOZe	15517	10	true
1fr9JbVDfStUm7qHMyCgwPXnjMG9MyPS1	11037	8	true
18DRmtGg-8qxn-V0Pq95wTqK1mPxALl1TcY8tRPcqYO8	6172	6	true
1u-eFa5pJGJuoqgOD5SNSeUvEcyKPgqYkBx4tZzsGRR8	10821	7	true
13HSC2OoKJS2tgf9sO6ml1yWYM-evhAYledhMnPS70Jc	10508	6	true
1g2aMnGU2vm2z5YOWVHfMsM52UafxOSfZd2z7hDscC2s	13591	9	true
1b_rbaQmZkfSOPd0-3zn3DSK8nbCXyTolxeYFEWJRrak	2439	5	true
1-F7dFQ_OYtk9konZrlEIziSkou_Q0DU2MdEvdi214NU	8930	8	true
1Xxxh4zMvpjDAFng_xXEs_YzrRiJWKdXfCVMdUvDrXV4	5369	5	true
14P_SMS5dAlUNarc1aIQ8yQXkAXbBz9Qds1C0oh4syx0	5744	4	true
1rzUxk9U-qEGeR5yfLmse83WJQNOKHbWcVq7lhkl7DQ0	2391	5	true
1wIp2daxHtDrOUlI1qe-3ZGLE3FG--gbA9EHGSDG9lMM	5145	5	true
1dFuCWDFH0gMQYAkHSFK1UtP4eJEqVWUwlHaBzFHI7cU	6554	5	true
1meUnP3Pu2slp3L8ynSmGyO9M54USqRupTwuk5FeLz7M	6970	5	true
1aMopyHTImW01UHuPoxFTt9ukavkx3r0J57f0cwLl2C8	5897	7	true
1P9jZ3c6fudeBiTK-417GRxFjy9XQLkDvLhN8Qzk-ZCM	5806	5	true
1yt6tsrAto02WqFHH4MvpwsszMWORvSjZjKGMLdeuVy0	5912	5	true
1RJMsiJlyXUxzVBA4pc27gdcoHYF_SBa1tv_H856e_Zk	6493	7	true
1wtKueV81unkIXnabDAomOq72Y9qZd0tp7ylOzV3ww0U	8050	4	true
1rJhZmXtxNq5Zdks7zwThJpGVYPnoWAOxt5B1oJxZ0as	12299	7	true
1MNOR4XFJwf62c4zF8FhLx1yS-jEWz02VXP9jUtlyRpc	9266	6	true
1qqk-yTFIs1n-3Fg2AB2dpe3eQBXIyqJXmOXVczYYADs	14081	7	true
10Su1NkLzYliRg-qFgODjsqX_YxKW608HYPpZufSTgmw	17205	8	true
1M3f69gYCSKFDUrRWoXuVDQV6d-2T7K_4Yrxz2RzwSAQ	11383	6	true
15tXw2D7UPnnuoqihcR096ugZSjvOqq0g61SoTQJy7iM	13964	7	true
18ZN6_AyXS9FIoFPFSmEougJFMXOvoBJu9-8NXOUrhz8	3581	4	true
1U1yLF5grkvZ5qmbLHgTiEjboyEAeRJWU38VMVJU6-uo	15925	7	true
1Ym1NbcKHMW7AIcMC429O7SDm7Kig-JywXy3aaYHnse8	12944	6	true
1qPc4Ahravg1bjanpiDtuL-yeWKfpurfqSwPdJfoMhXM	22232	8	true
1bm8n0lvFVJlPVsp-MTefvB7TWtVWvyslymLbnFDqHcQ	10830	6	true
1ByGC18Be2kPA2xUnZJYSzySSKvRYkSYE9yKeqBy9fSY	13127	7	true
1PiO6f3oGO4plsmQYgPpDdE3i-v63f6jRZq57lYpPkvo	13200	7	true
1SrM4TK3184J8U2JBHUxJG7XqFcEch7Al	8596	6	true
1rd5EmrmuFTp6YlAK5ZGkDrFKNFAd-Ch5	12271	5	true
1n9wyDgckuQLr-U1pNDencPdFeV5i3U6x	11212	5	true
1IgXcAd8PjT3DjYVluOOvLUu3v47mV7a66KO1ghemPvY	3141	3	true
1o4oqgvolK_VJ6ZiOlpW0OGeoo3AMKNRd	12379	10	true
1iJP4xrGR3CWuj72T-zxVcESWqg4zxoDzyw5j5KiyC0k	10624	7	true
1pm4qsAvuiiTj05V_Xegb7C5mJ9hRE8cg	11909	5	true
1EBVzAa5tKVA5XwNgqT9OqeWiJL7Sa97O	11876	7	true
1EdC3hMrcH592AYNZ9cxhKWeY2v-_5OoQBRXBiyeuLXs	5560	8	true
1LuhITFNo_Uo9QfkbyxQuxu1BY1SkHjlb	5637	4	true
12BRcZ-5AeD6UwBk1XkQEUi747CE01jPDSAL0nGxpUVA	8270	10	true
1-weT_8RbaBnOcGR-N9dIRONZQR4gbNIT	9125	5	true
1XdM5dWPAwDu5_r3l5zL7Z7CsLJtKmcBU	10341	5	true
10UoRkPm-qWddBQHyl5OH7Cl3e1V4ql-o	3421	4	true
1t-DjtjRt9lJQYmZjmHVOxwI75UWWDwaS	10624	5	true
10p7wBQ_R-uCcnH_6XPVMmubysoF5OMWTYRafZU8lNLU	3630	4	true
14o8MMvtAl1WrRcWCeOBk8qJHf8eJv9Lk	6284	4	true
1MoM67y-hN4ybEw0K6P_MBzPIDSuVvMwW	6992	4	true
1SCvhyOdySTtkME1a5ZcjgbrH0aY_QZQOl3g36Efkh-U	10424	10	true
1ztykSwkLCl1l-FpWMSZ2Gk2O8L2yFv1KqtEjKbmfFdM	15638	11	true
1hXYNzAGHugjMLMumJ0ISgFQgzcgOWZkqjBVvronM2tU	3524	4	true
16HoQxJ792ii5rJTp_VV2ppua_bOi0gDK	10147	10	true
1Jx0kRr679l2CuXfUfRf7AXtnnJCSKINXpPV2GfMvXJs	5605	4	true
1uz-cTZ3mnfXmMa1umwfIGsxeeDmq5-iK	13767	6	true
1FfcXRsRTKafF3UlimMX02ZXRLH5KLE-0XS0TSZX8QD8	2030	3	true
1r77wfBQmoxybItv1XY0Iyb7xzAe4qJroejTY6uDJbjI	5954	4	true
1h0zCAw7wlV3E0za7Qa1YNzOYfsJoQiQJmS_zYS9BmhI	2270	5	true
18ccrVmbbTUBUNOrmTh01fdntCwEyizjWgFyeOBbrf10	14469	12	true
1_WdMxwAVYn6vVLRNFdHX2UxQucqMsm9NbsLmJJDoXhw	22305	23	true
1NKqnYtcCmjTWWhSXhYImAXp0nWzuyROK4dlTHuh4Nh4	8443	11	true
1Q5JkeyQKm03lSXkVOmE2v9eaAIYQ9p8U	7292	7	true
1_Sc5ZBCTIoc_Ld4cp0Pfs0rd0-sm1bFz	8660	5	true
1pYWTiLoP-tfJMNeKgy-Cdm-PyuhZ_lHd	10830	5	true
17Ohy8qeiySzJiygGt3onGgifmcpJqsFF	1083	3	true
1NCsVZcKWWqglv42c5RYIT0yExddlmO_In7ynTUklQxk	2572	4	true
1E7bCGZytZFUGfEmfHGjYBEgD6pZGiyEo	10241	5	true
1rAQ0hqaFWe0cyyK5NRVZwHi7d1H1IbCK	11159	5	true
1FIeJHFQIhONcI31dZDNgORZUJ_g-S2EAtiSAWN9YKLo	2830	3	true
1TXTEljg7aPdPE73htyQi5k3jo8oIuM1A	9768	4	true
1MX_8Qf4cg6H0uvg0T-DxTzxYQmY1CZer	8629	5	true
1jSM4ZuIF97v-u3L1EAWmnkdNRM0C8f0i	12783	5	true
1Qg5g6x_niCgk0U-YPX53c2oC6FUAHCBz	10658	5	true
1pewjSBLj9QVsM-kOW56rcR1P_OS9e6WL	10186	6	true
1yXajNuv2WaV4STFMT9SuVAqvMGaW2zdw	11204	5	true
1C43IMpJuXPCj0y8hVqQQ7PnBRiwhWvUx8_jx-Io1wRE	1994	5	true
13unAi-NtP95vKAOl8GMyKZcu0qntF3ThNOrAnxt_dN0	6573	8	true
1Je0sKt9DzyMeRjWxeOWoLNLis9QhAZ4yGOTdHP3VcbM	3006	3	true
15sD0GXxyje6Jmw3U0ssGjZ6dqZcdkSujcCD07CF5rdc	1082	4	true
1V5jiOlOgBg_4rNTGigc3K7J9giXczT61EbiAs8b_5Xc	6796	4	true
18uK9oSruJyl_y948KaQ_mJ_bELBxnECe	12171	6	true
1ob7jWNrdvDVdv-wEcTfxMs7FO2JKqA8R	7670	9	true
1pvjn2_xk2NHMhWsdatQ-CknGAIGOsAPR	5524	4	true
1E5f7CyNrX6d8cw41tqxEu8uldz_Hw8NImStilZaxy9w	4685	7	true
1aDewz_43KFZkvY8QP7_MZb68QimAfOd59k_QhWg3RFs	8495	5	true
1-NBcBem0LxUJ0W1Q1f-A_q2Br_B8t52gkQj32zHXCeM	5870	5	true
1gZ-1bl8DJlTXyac4PwFTAvzC8Px7kNKT	9509	5	true
1xYZm9V-YoJMb6z-Qr6NVQrDWagap2XiE	11754	7	true
1jsBFv5BOLZr3efvCK2NW_l5QnVmgXOAm	1022	3	true
1L3abJV5_1kr0bfxswfhqKl-bW2WLIvmpY2AaEUXUM94	24401	9	true
1yPoqkGOMJ0Qdnb7jpBRArTsYt9Lh3v4s	11389	7	true
1zBT_BRTvH8FisK-6ash8g_Xpb57hctqj	15920	6	true
1jp9xa6EyEv_j6RnD9QbBDGpwFg5U2oMI	5715	4	true
1-sHHClLEnDF32CMUmZqKqojZv2ejbwLQ	7802	6	true
15-US5SPBAaCRN74FCPZ6n7ut1kmFPWq9	11146	9	true
1HGnqcrAvgFajb-WjPb25VGhlzbWOUk_TGEgIMRN-FYc	4090	5	true
1v-UHfLZNVQB6TuW13IFSj9pVsaiTh7Xw	3448	5	true
1JunQ5xaEoYZFMB4clMesyLjZl6GoWwo57hhFhX2yKYA	9740	5	true
13keJVQYTdRoHWZwIQKyjv3Z8J2_KoiyS	13856	6	true
1QcMJRA9RrOEbX5cRoatJQ1ul5iVweOtQ	12429	5	true
1YF0skGJsM6PvN_jVWSeXKgR1JZYNYtphVuVspLu61pc	6483	5	true
1_vmVvEZs56kK_LNXW2NwT0jQiDxfKRr5az5-72_xBRg	10353	6	true
