1NeiXbeqjwI9mqC-ciHOFVkjPFeNn9MGx	pilab	Фінанси	2026	2026-02-25 -- Протокол зустрічі (Облік).docx
16ga521sS-m6voUdblERyqn1AB5bWLMzJ	pilab	Фінанси	2026	2026-02-27 -- Протокол зустрічі (Облік).docx
1RCmoIFlEsTgrmbVedSt8InNp_2Yc_24Nii45sGWo6wM	diason	Статусна	2026	2026-02-27. Протокол статусної зустрічі (№2).docx
1Q5xuhy6x2DlRJFlFFW6O6iBkqRLRDS45cEeNOcbNSJc	diason	Збір вимог	2026	2026-03-02. Протокол зустрічі. Збір вимог. Номенклатура.docx
1tDEPuwFJC7Qr1TloE8GY5usuRh-0dMpa	pilab	Загальна	2026	2026-03-02 -- Протокол зустрічі (Продажі).docx
16hMOY2jnvLmn136ngNXdqpPmHJMme0P10SpO7MAVH-c	diason	Збір вимог	2026	2026-03-04. Протокол зустрічі. Збір вимог. Виробництво (ч1).docx
1TLZjwr5DzexN6UnnrfjY69B1hqVeDyDX	pilab	Загальна	2026	2026-03-04 -- Протокол зустрічі (Склад та Закупівлі).docx
1E8F28v2rXoSKnZt_Mv3-37ODsq6ThJjNIYEEHYULeAQ	diason	Збір вимог	2026	2026-03-06. Протокол зустрічі. Збір вимог. Виробництво (ч2).docx
1QPTGepkoq73npUFhWgpLBvlS2PfcStEy	pilab	Загальна	2026	2026-03-09 -- Протокол зустрічі (Виробництво ч.1).docx
1dCRwBz-wzBg0UPTNIjZKV9Gr7jym8aOHFYbJJMVwNCE	diason	Статусна	2026	2026-03-09. Протокол статусної зустрічі (№3).docx
1ZphSUXk06ogFW_6KIvhwv7WHqKKHQuRx_Z342lWAXjw	iconic	Статусна	2026	2026-03-10. Протокол статусної зустрічі (№1).docx
1M5S3eiMuAjl8ckDcpt-yVzMyGXILiPpn	pilab	Загальна	2026	2026-03-11 -- Протокол зустрічі (Виробництво ч.2).docx
1j6OpWkUQ8OfgGNfmyMufue7P0I858NjE1NVt-9AW9BU	diason	Збір вимог	2026	2026-03-11. Протокол зустрічі. Збір вимог. Закупівлі та склад матеріалів.docx
1URsdWMETpqzUutesixh5w3C5zmFQLsQftLFMniuM8cY	iconic	Збір вимог	2026	2026-03-12. Протокол зустрічі. Збір вимог. Структура multi-company.docx
1C03NObhsy0iEtibbwHBDlueLZNN9LZYGmh6XhMjBSL4	diason	Збір вимог	2026	2026-03-13. Протокол зустрічі. Збір вимог. Склад сировини та напівфабрикатів.docx
1zmXSQHQEFzR5QoiHyoKJRyXwGKTn3PXM	pilab	Статусна	2026	2026-03-13 -- Протокол статусної зустрічі.docx
1SB6U5lKFYXqDQlcG_Aq0Tr7C3M9IfM3M1_QVDtYNTuQ	iconic	Збір вимог	2026	2026-03-17. Протокол зустрічі. Збір вимог. Структура multi-company.docx
1dCgCkD1g-dr1Ap6zy9WM7UPgZ2cnwIaE	pilab	Загальна	2026	2026-03-18 -- Протокол зустрічі (Логістика  + CRM).docx
1V2q00abrE1vDmEfSA0XhxScHdRMBAmVXr_JGVzjAI8Y	diason	Статусна	2026	2026-03-18. Протокол статусної зустрічі (№4).docx
1-lK7blqJ1SJNk9z2V1y1CsjtB9ghcjcj29MgZrMIv6Q	iconic	Демонстрація	2026	2026-03-19. Протокол зустрічі. Збір вимог. Демонстрація поточного підходу до консолідації.docx
13tjIjdJW4htjOH8j_DyXIKuayUFdNuXbW7b9gSucWcE	diason	Збір вимог	2026	2026-03-25. Протокол зустрічі. Збір вимог. Конструкторський відділ.docx
1bfIfD5esCRquouJ5yP9bMZd7iam9WIuKs42us5KLvdI	iconic	Збір вимог	2026	2026-03-26. Протокол зустрічі. Збір вимог. Структура аналітик.docx
15aIiwLgL4Da06CRVXNVT1Fb0oJqdc5iaBLmjMEZXoWk	diason	Статусна	2026	2026-03-30. Протокол статусної зустрічі (№5).docx
1deKcMzrSJCkClvpcMhlX7gpkso2x26By6m4RkAOtXzA	iconic	Статусна	2026	2026-04-01. Протокол статусної зустрічі (№2).docx
1gnkiEF1kjTdIRE3Q4Mut9jxIeDdx_EPb	diason	Демонстрація	2026	2026-04-17 -- Протокол зустрічі. Презентація фінального звіту по фазі  Discovery.docx
1lph57veiBozYYVdok_1LzpV8Zz-p5RVb	diason	Загальна	2026	2026-04-21 -- Протокол зустрічі.  Фінальний звіт по фазі  Discovery.docx
1E_Uaf1TUdkMu1bbFkVV-M3nWP0MpuAE2	diason	Статусна	2026	2026-05-11 -- Протокол зустрічі. Статусна зустріч.docx
1ZPHIgYHKabysdf1UGwx9f0p-bAN29O5v	diason	Загальна	2026	2026-05-12 -- Протокол зустрічі. Конструкторський відділ.docx
1m5T5KI_nMpJOCf241_iImLRzsWxhTTn3	diason	Загальна	2026	2026-05-14 -- Протокол зустрічі. Конструкторський відділ 2.docx
1uNOUFJ7hLTuby8Ms4kMoGMSU-ZYAk8FM	diason	Статусна	2026	2026-05-18 -- Протокол зустрічі. Статусна зустріч.docx
1WTAL13wT1Sfbi7pvm7ohpr5RXxk9Wchh	diason	Загальна	2026	2026-05-25 -- Протокол зустрічі. Конструкторський відділ. Специфікації.docx
1CBu3CGlQVz-rqYco9Qb1rZvvIj8-nN1a	diason	Загальна	2026	2026-05-26 -- Протокол зустрічі. Конструкторські питання.docx
1DOXMFbhH7CTsf14o7P7JScm4p5CwnKQW	diason	Загальна	2026	2026-05-28 -- Протокол зустрічі. Конструкторські питання 2.docx
1EjebilllGqSEI-RcwHCluQ3sKZTNcNxD	pilab	Загальна	2026	2026-06-02 -- Протокол зустрічі.docx
1BX1JYu5Gr0K1GcO99_wKh2LrrKc5QFAa	pilab	Загальна	2026	2026-06-05 -- Протокол зустрічі. Специфікації та бух. питання.docx
1hdf4fr5sDb9s4qh2km8wTsOyx1yE2hoxUXNQ8GELRb0	2-архів	Загальна	2024	21.05.2024 ПРОТОКОЛ ОБСЛЕДОВАНИЯ (ПРОВЕДЕНИЕ ИНТЕРВЬЮ).docx
19RsTHMhmaXW_I6iy_5IqHrML4XLNATYHgUDsxuTfiV0	строй-тек-фасад-майстер	Загальна	2025	21.05.2025. Протокол.docx
1qde8thMT1ApemVPvBtq8enCUhdtIyxbMOAT2Q2H5wFg	2-архів	Загальна	2024	22.05.2024 ПРОТОКОЛ ОБСЛЕДОВАНИЯ (ПРОВЕДЕНИЕ ИНТЕРВЬЮ).docx
11PVBLVcAlohz6Tw7kcvpAxoARjWWpgi1	2-архів	Збір вимог	2024	23.04.2024 Get-IT Протокол обстеження Додаткові налаштування CRM.docx
1g7W4hoUChgJOYg7HBbyBb_PyccVCwu0G5r02V6KOtds	строй-тек-фасад-майстер	Збір вимог	2025	23.05.2025. Протокол (проведення інтерв'ю).docx
1gCH6KtM3yz_OD0_TCWK13Ufydsc0V1P-_nnmxyQpa3I	2-архів	Загальна	2023	23.05.23_Протокол зустрічі .docx
1iRQlY7MNl5hAMC1NWrWB867y7hrr47aioN1Vs1a4kRA	2-архів	Збір вимог	2023	23.08.2023 Протокол обстеження (проведення інтерв'ю) Віатек.docx
1OL83iW0dh-KwCEe2NIfp_l-SmSASroY3OETMdylMUT4	lux-site	Загальна	2024	24.01.2024 Протокол зустрічі LuxSite.docx
1hhXzFQ1sFtpndRa31PqQ-5CvD9oDOcrF	2-архів	Збір вимог	2024	24.04.2024 Get-IT Протокол обстеження (проведення інтерв_ю).docx
1q8qIWMNafxx3UEkHL7k5kzNU9fwvxRXf	2-архів	Збір вимог	2024	25.04.2024 Get-IT Протокол обстеження (проведення інтерв_ю).docx
1idcvO7lGv1fPMCtQZCyS5ZDcp5IaTM0cSv1nIRIlKBE	2-архів	Загальна	2024	25.06.2024 ПРОТОКОЛ ОБСЛЕДОВАНИЯ (ПРОВЕДЕНИЕ ИНТЕРВЬЮ).docx
1KlGtdrXtAhpB-d2_jwHBvTe8Qy932s29	2-архів	Загальна	2023	25.07.23_Протокол зустрічі .docx
1-AH63b8DqaXhDuA1m2uGjfiRfc4FnTF-	2-архів	Загальна	2023	25.07.23_Протокол зустрічі.docx
1nYUAkxwZVtkD9tdPHXqf747GZMhjw_j5	k-export	Збір вимог	2024	26.04.2024 Протокол обстеження (проведення інтерв'ю) K-Export.docx
1Yvz9f9JOlHukWI8I7MuApiuBVpayksjR	youcontrol	Фінанси	2026	26-05-2026 Протокол обстеження Аналіз особливостей управлінського обліку.docx
1V1fypcCwP__WxM5cQu-Fn704bghC3clwjPVU_h6GQ7E	2-архів	Загальна	2023	26.05.23_Протокол зустрічі.docx
1ajPmBwzhJm-OQIIGBuL-tEbWVYAaaC-5GvO381DR3_M	2-архів	Загальна	2024	27.05.2024 ПРОТОКОЛ ОБСЛЕДОВАНИЯ (ПРОВЕДЕНИЕ ИНТЕРВЬЮ).docx
19UwoVSQNgzBF5ZkISG2aEVXhijzxY5G6	2-архів	Збір вимог	2024	28.04.2024 Get-IT Протокол обстеження (проведення інтерв_ю).docx
16QlgjgtnU_zOQEhD_eC5o_La-_toXOAsAVWywwgZRq0	2-архів	Загальна	2024	28.05.2024 ПРОТОКОЛ ОБСЛЕДОВАНИЯ (ПРОВЕДЕНИЕ ИНТЕРВЬЮ).docx
1392kx3GBinN9Bg3V-RLQufXmMXR46i2x	youcontrol	Збір вимог	2026	28-05-2026 Протокол обстеження Аналіз особливостей розрахунку зарплати.docx
10Iw0M3sALx8Vhkb1P8XRoJQyyl6Sugr5	2-архів	Загальна	2023	28.06.23_Протокол зустрічі .docx
1MpSJLdtXAVySu2SmIpmWeiKMm2MYVIim	2-архів	Збір вимог	2024	29.04.2024 Get-IT Протокол обстеження Показ результатів (2024-04-29 20:29 GMT+3).docx
18UcC3J3c4h_3dKReSeFa_ongVrkjiQEiK3--300CuIE	2-архів	Загальна	2024	30.05.2024 ПРОТОКОЛ ОБСЛЕДОВАНИЯ (ПРОВЕДЕНИЕ ИНТЕРВЬЮ).docx
1b5SGX2FwOSyi7KidQEXRQthTXAUt6TgND5irbiOoSsU	2-архів	Загальна	2024	31.05.2024 ПРОТОКОЛ ОБСЛЕДОВАНИЯ (ПРОВЕДЕНИЕ ИНТЕРВЬЮ).docx
13r25TJAbR2zNpp6J-XP_PSKMaSIvv0UXXlJpjO8kMbY	2-архів	Загальна	2023	31.05.23_Протокол зустрічі.docx
1tIEaadAKCA1OwYxOAyMft6wKbAd7UtDzjqfyJ6IfCNY	esper-bionics	Загальна	2024	Esper Bionics Протокол зустрічі 18.06.24.docx
1sYKLDQc7EiPmwjdeFMSh18fa7GwybftP_KKzWQEzr4Y	esper-bionics	Демонстрація	2024	Esper Bionics Протокол зустрічі. CRM Демо Замовника (2024-06-28).docx
1mdEnPsblsnKjw-WiFoRCl_XXsnXoftOaSEO8HDwzJzU	esper-bionics	Збір вимог	2024	Esper Bionics Протокол зустрічі. CRM. Збір вимог (2024-07-03).docx
1XC9pPYgmMzj73EijsUhlJGUqvSmyyCAz-qTeC_9Vnyk	esper-bionics	Загальна	0	Esper Bionics Протокол зустрічі.docx
1khkK11rTS0CO1Boi5yWvm5ByHPWk-6FgWEkHhLuhqvI	esper-bionics	Загальна	0	Esper Bionics Протокол зустрічі. Виробництво.docx
1-wjEcof8j6lTpYny87msGV8J_PPlAqSMqNdMSQNlMk0	esper-bionics	Загальна	2024	Esper Bionics Протокол зустрічі. Контроль якості (2024-07-09).docx
13CE2bCBiZV4SKGOJOdU46_nnFuaBp1EL-hVdqUP8Y6k	esper-bionics	Загальна	2024	Esper Bionics Протокол зустрічі. Купівлі (2024-07-08).docx
15DhH5qb5eppbUmFfH4YWHDYWuuwELfSe1mPwKgMuO2I	esper-bionics	Загальна	2024	Esper Bionics Протокол зустрічі. Номенклатура, продажі, обміни з BAS (2024-08-13).docx
1KfqI5Igsj9gFbSSb4Tnz7XyWwJIPchjTKwequ69neCY	esper-bionics	Загальна	0	Esper Bionics Протокол зустрічі . Номенклатура. Склад.docx
1PhIsKLNF9Sb4vqqwQ1IPV1jRPc7DEfULDIWr_Ccu_xo	esper-bionics	Загальна	0	Esper Bionics Протокол зустрічі. Серійні номери.docx
1-FhjdGzxK0iUrMMpHv9nFxfIFTE2WXeyFmknV6DcbOQ	esper-bionics	Збір вимог	0	Esper Bionics Протокол зустрічі Склад. Уточнення вимог.docx
1UAwDgQcJHBUJGNtFZ5U26u6xMnBXZkNZQ5D0LfnPx54	esper-bionics	Статусна	2024	Esper Bionics Статусна зустріч 21-06-2024. Протокол.docx
1BvnR7_xdnixIsrL2T64jplJrvyBmtfbTcPB9JUdXgik	2-архів	Збір вимог	0	Get-IT Протокол інтерв'ю.docx
1JA7thSmiwGR5zyMc9WD_ZVglQlLKjWEzejN9lMWFZMw	2-архів	Збір вимог	0	Get-IT Протокол обстеження (проведення інтерв_ю).docx
1x2eROpCRPKwAiN-Gw5yKgEZAGoFuLHyr	iqosa	Збір вимог	0	IQOSA Протокол обстеження (проведення інтерв_ю).docx
10uzVzrk_ULCkcOn2qA_2PbYvj69r4LwwPQJhw8LC1LM	revolution	Збір вимог	0	Revolution Протокол обстеження (проведення інтерв'ю).docx
1xedhkiV23WL7S3-_zBcOZgLPoaRPHEIX4jJTSvrUoGQ	spacefood-ua	Збір вимог	0	Spacefood - Протокол обстеження.docx
1W-GNh09crbFPRfjPsy_qiHkr6PEYAFB3cKlzHHWwbus	spacefood-ua	Збір вимог	0	Spacefood - Протокол обстеження (додаток).docx
1WDFnyn7pk8EjYkskHZgiK-X1ZH6DCts6hCWgI7X6iio	universalna	Інтеграції	2026	Universalna | ToDo Протокол зустрічі 07.04.2026 Обговорення вимог до інтеграції з телеграм.docx
1Y05E2cqvlFlxS9b3a9nrHNVUDKGUoFhH0qRMNPigWLM	2-архів	Збір вимог	0	Копия Get-IT Протокол обстеження (проведення інтерв_ю).docx
1E-Z9b1v2m_n60bsX2eZ0M2jhIBqqcOvw4pNjaFFGy14	universalna	Загальна	2024	Копия Протокол 09.12.2024.docx
1qD0nv7LhjVXT21nqyNf14PWKeWid8BK746A2OJ786FQ	2-архів	Загальна	2023	Копия Протокол встречи 10-11-23. Номенклатура. Склад.docx
1-m5ZduiPVrDXl0svyOk5dkYV8mHgc9o_tWykrTiktDY	universalna	Збір вимог	2024	Копия Протокол інтерв'ю 27.09.2024.docx
1f_vVuwWsxclwIYDZB114t09hC2IwdyrjPGjRSxLY4_g	universalna	Збір вимог	0	Копия  Протокол обстеження: Telegram+Viber бізнес-вимоги.docx
1sRuNXa2NZfO8307O8nVrcIhGc-NAPiN2HK2QVSyN3sk	2-архів	Збір вимог	2024	Копия Протокол обстеження (проведення інтерв'ю) 26.06.24.docx
1rBKbYQcSU6d0iuX4rKqFBr1EoPcCwZdodKXvsz5ZaSU	2-архів	Збір вимог	0	Копия Протокол обстеження (проведення інтерв'ю).docx
1wIyhXwkC71wxtZvirCQlVsOaeQEd1DKRE1XTzWw3tCk	2-архів	Збір вимог	0	Копия Протокол обстеження (проведення інтерв'ю).docx
1fhsw-kOL8uo0jPZHOgtCGYarWTlb4S96iWcYXniVPTk	universalna	Збір вимог	0	Копия Шаблон Протокол обстеження (проведення інтерв'ю).docx
1M9wDXSixDDQHj3xDvZurpQ0Hzd4-x6mzZY_oknmRXSE	2-архів	Збір вимог	0	Копия Шаблон Протокол обстеження (проведення інтерв'ю).docx
15qy7_4z1Wc_kTQGQePSqCtE0n_oEKjcB1GeMmvyouVI	хайтек-енергія	Збір вимог	0	Копия Шаблон Протокол обстеження (проведення інтерв'ю).docx
14PjX_grusOTav7T0xIU3bHf6gfB3l24lmV37LdlQSlg	universalna	Збір вимог	0	Копия Шаблон Протокол обстеження (проведення інтерв'ю).docx
1tdwxr6xhbVqpi8OU6EPVp3751wqRjfmQwdTHtN_Ey3s	демз	Збір вимог	0	Копия Шаблон Протокол обстеження (проведення інтерв'ю).docx
14m5yzPId8NjwJKd8uESLluFhM5UuibK5eAHsp29w4BM	yodezeen	Збір вимог	0	Копія "Протокол обстеження біздев ".docx
13ML34LnAZU36jxaVOF1W80XIUe_qx0aZl_chnoYgYhY	пп-геральдика	Збір вимог	2024	Копія "Протокол обстеження (проведення інтерв'ю) 30.04.2024".docx
1bqvRP39e44f2vObiheccUH2ylhE1AV30zxk23Ma2eYk	2-архів	Збір вимог	0	Копія "Протокол обстеження (проведення інтерв'ю)".docx
1FdAT8Uep0fmod9f33aYktViezC_RlkeFG7HYhOwfCpM	2-архів	Збір вимог	0	Копія "Протокол обстеження (проведення інтерв'ю)".docx
1umQDwa-q7_EkpCvPKnJnD7hJCZgDF6LN2a1fS8qJriU	2-архів	Збір вимог	0	Копія "Протокол обстеження (проведення інтерв'ю)".docx
1rsgz_9YmfwtSD2FaEPaN1LU_a13adAaJg6VZ_yknGYk	road-style	Збір вимог	0	Копія "Протокол обстеження (проведення інтерв'ю)".docx
14BGO4JfiyZ_Ka23H32FPuYZNaotvshsIBfE_f_V9HVQ	2-архів	Збір вимог	0	Копія "Протокол обстеження (проведення інтерв'ю)".docx
1L1x5-wtI-lWE9YhNdNNrpb0SCOvPF0UqsSNWEZUuqMI	kompas-touroperator	Загальна	0	Копія "Шаблон Протокол об Иследовании (проведение интервью)".docx
1Hd7LmmqpjOOYk0BKLTgsIHhCOQ5PE5gcLQJZVxDK9ak	трител	Збір вимог	0	Копія "Шаблон Протокол обстеження (проведення інтерв'ю) – Трител".docx
1U0P_4qzY1i1I8aCpFW5UpvlCTKf_8dh46QyRN-6lWQ0	ярослав	Загальна	2024	ПП "Ярослав" Протокол зустрічі 2024-11-13 Продажі з магазинів.docx
16Z0xouFBP3G_IzqkJz_TyF8Hg1_SQYubcOmK_pOK3yo	ярослав	Загальна	2024	ПП "Ярослав" Протокол зустрічі 2024-11-22.docx
1evneJZX2OszEW_hM8WG1YV7eevA63dvd	ярослав	Загальна	2025	ПП _Ярослав_ Протокол зустрічі 2025-03-18.docx
1MesGh0ksNJDQFV_eHHWH52adt9Rz4zCu	ярослав	Загальна	2025	ПП _Ярослав_ Протокол зустрічі 2025-03-20.docx
1TJHIIMd468tBX_2PYU4388jChTe30Rd7	ярослав	Загальна	2025	ПП _Ярослав_ Протокол зустрічі 2025-03-26.docx
1Vny0CbYRLmq_vAT1bupLe_d10vwtbmmKfvRi0SIZu6I	ярослав	Фінанси	0	ПП "Ярослав" Протокол зустрічі. Контур інформаційної системи, фінансовий облік.docx
1hiJrB4s-h8udB_Teo_vaNRb2x3wZin8KsSQThhVr44w	ярослав	Фінанси	0	ПП "Ярослав" Протокол зустрічі. Структура підприємства та напрямки діяльності. Цілі проєкту. Вимоги до системи складського обліку.docx
1cF5V8Rv0SN9p_bmuLCNn8IK6EH5RcvMwT0B--gZIyTQ	ярослав	Збір вимог	0	ПП "Ярослав" Протокол обстеження (проведення інтерв'ю).docx
1nxL31DFBhqPN55i2oEuqW98AqPXPqCrbgTjrruazin8	ярослав	Статусна	2024	ПП "Ярослав" Протокол Статусної зустрічі 2024-11-07.docx
1zw7vcNvFVtW4UPp_GmWda8Iwk8kbpJjPU0Oys7Foteo	ярослав	Статусна	2024	ПП "Ярослав" Протокол Статусної зустрічі 2024-12-03.docx
1YRTysbXf6J3ZfA1tUgKxI7css6O5BZju	ярослав	Статусна	2025	ПП _Ярослав_ Протокол Статусної зустрічі 2025-02-26.docx
1ZYC8wLnjW7c_BsUhZ45eMSHKau8z-9SfXCSxaxnBjqw	ярослав	Статусна	0	ПП "Ярослав" Протокол Статусної зустрічі.docx
1CncLlXJNU87uMm4Oh5BlMi4iNOehc7Kk	ярослав	Інтеграції	2025	ПП _Ярослав_ Протокол Статусної зустрічі (Обговорення питань інтеграції) 2025-02-28.docx
1jRbOAAojdu2BXsM9_LqdXGc82VRs3YvL9zKIFuLfnOI	ярослав	Установча	0	ПП "Ярослав" Протокол установчої зустрічі.docx
1fRyGFTQCtVLErJAqnfEdIYXrSh88u6p3SLPujRpag3o	wiy-drones	Збір вимог	0	Промт для створення протоколу інтервью.docx
11pKNkXAK_vLbk9dJUnW2faBGj8o_JNIS85f3P7XGKY4	universalna	Загальна	2025	Протокол 06.01.2025.docx
1V94TL3KirAyVdITYKj1gQFLkwH1oiQ2N2A3PVOTxGnw	elfa-group	Загальна	2025	Протокол 06.05.2025.docx
16_QZ_2Rjp8Zq64-z8Ijefqca3kuPwxE4aSslfRtN0p4	2-архів	Загальна	2024	Протокол 06.11.2024.docx
1fmePekhDFc00pq8BR0X6ILFLEtSRMIPCwos60oSsssM	2-архів	Загальна	2024	Протокол 07.11.2024.docx
1wvCozZuzXfPbuUeLynbGbc22AcAVZ99w	смарт-блок	Загальна	2025	Протокол 09.01.2025.docx
1WR3UPN7NEHhRXvxCU8p0-d1oQfMmXB5AiwaHgulfZFg	universalna	Загальна	2024	Протокол 09.12.2024.docx
1qEiCnd-KUf94F6WU65Bj8TLooSNQNIo3Ti3qPoUkSeo	universalna	Загальна	2025	Протокол 10.03.2025.docx
17kGBqDWgdpYxdTw_7kKct3LzPS8CRA4LNNx5O6tKjeE	2-архів	Загальна	2024	Протокол 10.10.2024.docx
1_5r7NJ1CD3wxGYx19hWLH5AvDa0ob1ps7H5n1zS4cLk	universalna	Загальна	2025	Протокол 13.01.2025.docx
1HunQ2zKqZn1f-yi9BnPriKzCISyH1eFH	смарт-блок	Загальна	2025	Протокол 13.02.2025.docx
128-tovI0D7JCF-xDLkSd3ZTdOllyCsjduk9Xx-4anOM	universalna	Загальна	2024	Протокол 16.12.2024.docx
1o5QbW255d9Yy4qijTP4CHO7zxzb9nSMwNhdtXdGxdgc	universalna	Загальна	2025	Протокол 17.03.2025.docx
1lravlUTA8Y8T2WeIS9a-jJQ9wrIQN2sK	смарт-блок	Загальна	2025	Протокол 20.01.2025.docx
1bUwC5u9AG6q_jkbfMnOkABFTxsIym6SkVr6SCXTaWTo	universalna	Загальна	2025	Протокол 22.01.2025.docx
1asQzGST7UtQiMk4qXMroeCa_QwBYuu_MaHxAzcK88Yg	universalna	Загальна	2024	Протокол 23.12.2024.docx
13QstgkfSBQnGBhYO96QfR_plwg569Pc4dYQTfU8hOas	2-архів	Загальна	2024	Протокол 26.09.2024.docx
1PzJHscQxWRyr-_pixNNWQ9oxtdbIyg4l--BvqrrbgCM	universalna	Загальна	2025	Протокол 27.01.2025.docx
1Hf8MJU4F_e6Hhe5NkxhaXimBHG-lenw9	смарт-блок	Загальна	2025	Протокол 29.01.2025.docx
